"","year","month","financial_year","state","loan_type","value_type","unit","series_type","housing_finance"
"1",2002,9,"2002-03","Total Australia","owner_occupier","Number","Number","Original",92365
"2",2002,9,"2002-03","New South Wales","owner_occupier","Number","Number","Original",28973
"3",2002,9,"2002-03","Victoria","owner_occupier","Number","Number","Original",20452
"4",2002,9,"2002-03","Queensland","owner_occupier","Number","Number","Original",19366
"5",2002,9,"2002-03","South Australia","owner_occupier","Number","Number","Original",8057
"6",2002,9,"2002-03","Western Australia","owner_occupier","Number","Number","Original",10615
"7",2002,9,"2002-03","Tasmania","owner_occupier","Number","Number","Original",2269
"8",2002,9,"2002-03","Northern Territory","owner_occupier","Number","Number","Original",594
"9",2002,9,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Original",1761
"10",2002,9,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Original",17204.3
"11",2002,9,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Original",6632.8
"12",2002,9,"2002-03","Victoria","owner_occupier","Value","$ Millions","Original",3909.1
"13",2002,9,"2002-03","Queensland","owner_occupier","Value","$ Millions","Original",3232.1
"14",2002,9,"2002-03","South Australia","owner_occupier","Value","$ Millions","Original",1039.8
"15",2002,9,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Original",1681.9
"16",2002,9,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Original",224.6
"17",2002,9,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Original",77.5
"18",2002,9,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",328.9
"19",2002,9,"2002-03","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",89705
"20",2002,9,"2002-03","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",27906
"21",2002,9,"2002-03","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",19641
"22",2002,9,"2002-03","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",19177
"23",2002,9,"2002-03","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",8125
"24",2002,9,"2002-03","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",10333
"25",2002,9,"2002-03","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2282
"26",2002,9,"2002-03","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",573
"27",2002,9,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1727
"28",2002,9,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",16698.5
"29",2002,9,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",6374.5
"30",2002,9,"2002-03","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",3759.9
"31",2002,9,"2002-03","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",3216.3
"32",2002,9,"2002-03","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1061.2
"33",2002,9,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1623
"34",2002,9,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",224
"35",2002,9,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",77.7
"36",2002,9,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",327.4
"37",2002,9,"2002-03","Total Australia","owner_occupier","Number","Number","Trend",88484
"38",2002,9,"2002-03","New South Wales","owner_occupier","Number","Number","Trend",27154
"39",2002,9,"2002-03","Victoria","owner_occupier","Number","Number","Trend",19620
"40",2002,9,"2002-03","Queensland","owner_occupier","Number","Number","Trend",18997
"41",2002,9,"2002-03","South Australia","owner_occupier","Number","Number","Trend",7876
"42",2002,9,"2002-03","Western Australia","owner_occupier","Number","Number","Trend",10201
"43",2002,9,"2002-03","Tasmania","owner_occupier","Number","Number","Trend",2332
"44",2002,9,"2002-03","Northern Territory","owner_occupier","Number","Number","Trend",546
"45",2002,9,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Trend",1789
"46",2002,9,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Trend",16434.8
"47",2002,9,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Trend",6238.3
"48",2002,9,"2002-03","Victoria","owner_occupier","Value","$ Millions","Trend",3747.5
"49",2002,9,"2002-03","Queensland","owner_occupier","Value","$ Millions","Trend",3161.5
"50",2002,9,"2002-03","South Australia","owner_occupier","Value","$ Millions","Trend",1045.3
"51",2002,9,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Trend",1610.4
"52",2002,9,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Trend",233.1
"53",2002,9,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Trend",77.5
"54",2002,9,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",332.7
"55",2002,12,"2002-03","Total Australia","owner_occupier","Number","Number","Original",90689
"56",2002,12,"2002-03","New South Wales","owner_occupier","Number","Number","Original",26709
"57",2002,12,"2002-03","Victoria","owner_occupier","Number","Number","Original",20442
"58",2002,12,"2002-03","Queensland","owner_occupier","Number","Number","Original",19756
"59",2002,12,"2002-03","South Australia","owner_occupier","Number","Number","Original",8115
"60",2002,12,"2002-03","Western Australia","owner_occupier","Number","Number","Original",10549
"61",2002,12,"2002-03","Tasmania","owner_occupier","Number","Number","Original",2474
"62",2002,12,"2002-03","Northern Territory","owner_occupier","Number","Number","Original",654
"63",2002,12,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Original",1926
"64",2002,12,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Original",17631.3
"65",2002,12,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Original",6451
"66",2002,12,"2002-03","Victoria","owner_occupier","Value","$ Millions","Original",4085.9
"67",2002,12,"2002-03","Queensland","owner_occupier","Value","$ Millions","Original",3436.9
"68",2002,12,"2002-03","South Australia","owner_occupier","Value","$ Millions","Original",1145.6
"69",2002,12,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Original",1739.7
"70",2002,12,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Original",255.4
"71",2002,12,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Original",99.9
"72",2002,12,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",374.3
"73",2002,12,"2002-03","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",88932
"74",2002,12,"2002-03","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",26185
"75",2002,12,"2002-03","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",19632
"76",2002,12,"2002-03","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",19530
"77",2002,12,"2002-03","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",7834
"78",2002,12,"2002-03","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",10509
"79",2002,12,"2002-03","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2411
"80",2002,12,"2002-03","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",629
"81",2002,12,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1863
"82",2002,12,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",17202.2
"83",2002,12,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",6292.1
"84",2002,12,"2002-03","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",3901.7
"85",2002,12,"2002-03","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",3396
"86",2002,12,"2002-03","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1109.2
"87",2002,12,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1735.1
"88",2002,12,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",255.9
"89",2002,12,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",95
"90",2002,12,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",358.9
"91",2002,12,"2002-03","Total Australia","owner_occupier","Number","Number","Trend",90551
"92",2002,12,"2002-03","New South Wales","owner_occupier","Number","Number","Trend",27180
"93",2002,12,"2002-03","Victoria","owner_occupier","Number","Number","Trend",19972
"94",2002,12,"2002-03","Queensland","owner_occupier","Number","Number","Trend",19708
"95",2002,12,"2002-03","South Australia","owner_occupier","Number","Number","Trend",8077
"96",2002,12,"2002-03","Western Australia","owner_occupier","Number","Number","Trend",10712
"97",2002,12,"2002-03","Tasmania","owner_occupier","Number","Number","Trend",2343
"98",2002,12,"2002-03","Northern Territory","owner_occupier","Number","Number","Trend",647
"99",2002,12,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Trend",1823
"100",2002,12,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Trend",17446.4
"101",2002,12,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Trend",6455.4
"102",2002,12,"2002-03","Victoria","owner_occupier","Value","$ Millions","Trend",3936
"103",2002,12,"2002-03","Queensland","owner_occupier","Value","$ Millions","Trend",3431.3
"104",2002,12,"2002-03","South Australia","owner_occupier","Value","$ Millions","Trend",1129
"105",2002,12,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Trend",1772.6
"106",2002,12,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Trend",243.7
"107",2002,12,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Trend",96.4
"108",2002,12,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",359
"109",2003,3,"2002-03","Total Australia","owner_occupier","Number","Number","Original",88158
"110",2003,3,"2002-03","New South Wales","owner_occupier","Number","Number","Original",25501
"111",2003,3,"2002-03","Victoria","owner_occupier","Number","Number","Original",19012
"112",2003,3,"2002-03","Queensland","owner_occupier","Number","Number","Original",20304
"113",2003,3,"2002-03","South Australia","owner_occupier","Number","Number","Original",7971
"114",2003,3,"2002-03","Western Australia","owner_occupier","Number","Number","Original",10666
"115",2003,3,"2002-03","Tasmania","owner_occupier","Number","Number","Original",2229
"116",2003,3,"2002-03","Northern Territory","owner_occupier","Number","Number","Original",671
"117",2003,3,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Original",1748
"118",2003,3,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Original",17279.2
"119",2003,3,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Original",6048.8
"120",2003,3,"2002-03","Victoria","owner_occupier","Value","$ Millions","Original",3811.1
"121",2003,3,"2002-03","Queensland","owner_occupier","Value","$ Millions","Original",3681.2
"122",2003,3,"2002-03","South Australia","owner_occupier","Value","$ Millions","Original",1163.4
"123",2003,3,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Original",1838.3
"124",2003,3,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Original",244.2
"125",2003,3,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Original",110.1
"126",2003,3,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",361.6
"127",2003,3,"2002-03","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",93663
"128",2003,3,"2002-03","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",27882
"129",2003,3,"2002-03","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",20792
"130",2003,3,"2002-03","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",20705
"131",2003,3,"2002-03","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",8305
"132",2003,3,"2002-03","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",11318
"133",2003,3,"2002-03","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2343
"134",2003,3,"2002-03","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",700
"135",2003,3,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1863
"136",2003,3,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",18570.9
"137",2003,3,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",6795.9
"138",2003,3,"2002-03","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",4172.7
"139",2003,3,"2002-03","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",3761.6
"140",2003,3,"2002-03","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1212.3
"141",2003,3,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1958.2
"142",2003,3,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",251.5
"143",2003,3,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",114
"144",2003,3,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",388.4
"145",2003,3,"2002-03","Total Australia","owner_occupier","Number","Number","Trend",93280
"146",2003,3,"2002-03","New South Wales","owner_occupier","Number","Number","Trend",27527
"147",2003,3,"2002-03","Victoria","owner_occupier","Number","Number","Trend",20298
"148",2003,3,"2002-03","Queensland","owner_occupier","Number","Number","Trend",20785
"149",2003,3,"2002-03","South Australia","owner_occupier","Number","Number","Trend",8372
"150",2003,3,"2002-03","Western Australia","owner_occupier","Number","Number","Trend",11246
"151",2003,3,"2002-03","Tasmania","owner_occupier","Number","Number","Trend",2374
"152",2003,3,"2002-03","Northern Territory","owner_occupier","Number","Number","Trend",744
"153",2003,3,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Trend",1838
"154",2003,3,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Trend",18680.6
"155",2003,3,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Trend",6782
"156",2003,3,"2002-03","Victoria","owner_occupier","Value","$ Millions","Trend",4144.5
"157",2003,3,"2002-03","Queensland","owner_occupier","Value","$ Millions","Trend",3808
"158",2003,3,"2002-03","South Australia","owner_occupier","Value","$ Millions","Trend",1220.9
"159",2003,3,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Trend",1930.1
"160",2003,3,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Trend",258.5
"161",2003,3,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Trend",115.4
"162",2003,3,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",384.6
"163",2003,6,"2002-03","Total Australia","owner_occupier","Number","Number","Original",96998
"164",2003,6,"2002-03","New South Wales","owner_occupier","Number","Number","Original",28784
"165",2003,6,"2002-03","Victoria","owner_occupier","Number","Number","Original",20312
"166",2003,6,"2002-03","Queensland","owner_occupier","Number","Number","Original",21518
"167",2003,6,"2002-03","South Australia","owner_occupier","Number","Number","Original",9046
"168",2003,6,"2002-03","Western Australia","owner_occupier","Number","Number","Original",12139
"169",2003,6,"2002-03","Tasmania","owner_occupier","Number","Number","Original",2402
"170",2003,6,"2002-03","Northern Territory","owner_occupier","Number","Number","Original",907
"171",2003,6,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Original",1784
"172",2003,6,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Original",20315.9
"173",2003,6,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Original",7472.2
"174",2003,6,"2002-03","Victoria","owner_occupier","Value","$ Millions","Original",4317.4
"175",2003,6,"2002-03","Queensland","owner_occupier","Value","$ Millions","Original",4157.1
"176",2003,6,"2002-03","South Australia","owner_occupier","Value","$ Millions","Original",1375.4
"177",2003,6,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Original",2123.5
"178",2003,6,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Original",274.4
"179",2003,6,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Original",136.1
"180",2003,6,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",410.2
"181",2003,6,"2002-03","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",95978
"182",2003,6,"2002-03","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",27983
"183",2003,6,"2002-03","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",20221
"184",2003,6,"2002-03","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",21549
"185",2003,6,"2002-03","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",8930
"186",2003,6,"2002-03","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",11827
"187",2003,6,"2002-03","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2340
"188",2003,6,"2002-03","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",925
"189",2003,6,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1769
"190",2003,6,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",20009.5
"191",2003,6,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",7146
"192",2003,6,"2002-03","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",4312.5
"193",2003,6,"2002-03","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",4138.5
"194",2003,6,"2002-03","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1339.4
"195",2003,6,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",2078.1
"196",2003,6,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",267
"197",2003,6,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",138.1
"198",2003,6,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",401.6
"199",2003,6,"2002-03","Total Australia","owner_occupier","Number","Number","Trend",96598
"200",2003,6,"2002-03","New South Wales","owner_occupier","Number","Number","Trend",28179
"201",2003,6,"2002-03","Victoria","owner_occupier","Number","Number","Trend",20588
"202",2003,6,"2002-03","Queensland","owner_occupier","Number","Number","Trend",22144
"203",2003,6,"2002-03","South Australia","owner_occupier","Number","Number","Trend",8744
"204",2003,6,"2002-03","Western Australia","owner_occupier","Number","Number","Trend",11785
"205",2003,6,"2002-03","Tasmania","owner_occupier","Number","Number","Trend",2437
"206",2003,6,"2002-03","Northern Territory","owner_occupier","Number","Number","Trend",809
"207",2003,6,"2002-03","Australian Capital Territory","owner_occupier","Number","Number","Trend",1823
"208",2003,6,"2002-03","Total Australia","owner_occupier","Value","$ Millions","Trend",20131.6
"209",2003,6,"2002-03","New South Wales","owner_occupier","Value","$ Millions","Trend",7223.5
"210",2003,6,"2002-03","Victoria","owner_occupier","Value","$ Millions","Trend",4376.3
"211",2003,6,"2002-03","Queensland","owner_occupier","Value","$ Millions","Trend",4277.4
"212",2003,6,"2002-03","South Australia","owner_occupier","Value","$ Millions","Trend",1315.2
"213",2003,6,"2002-03","Western Australia","owner_occupier","Value","$ Millions","Trend",2071
"214",2003,6,"2002-03","Tasmania","owner_occupier","Value","$ Millions","Trend",277.5
"215",2003,6,"2002-03","Northern Territory","owner_occupier","Value","$ Millions","Trend",130.4
"216",2003,6,"2002-03","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",404.9
"217",2003,9,"2003-04","Total Australia","owner_occupier","Number","Number","Original",101071
"218",2003,9,"2003-04","New South Wales","owner_occupier","Number","Number","Original",29425
"219",2003,9,"2003-04","Victoria","owner_occupier","Number","Number","Original",21302
"220",2003,9,"2003-04","Queensland","owner_occupier","Number","Number","Original",23936
"221",2003,9,"2003-04","South Australia","owner_occupier","Number","Number","Original",8767
"222",2003,9,"2003-04","Western Australia","owner_occupier","Number","Number","Original",12345
"223",2003,9,"2003-04","Tasmania","owner_occupier","Number","Number","Original",2588
"224",2003,9,"2003-04","Northern Territory","owner_occupier","Number","Number","Original",774
"225",2003,9,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Original",1806
"226",2003,9,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Original",21997.7
"227",2003,9,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Original",7907.8
"228",2003,9,"2003-04","Victoria","owner_occupier","Value","$ Millions","Original",4749.2
"229",2003,9,"2003-04","Queensland","owner_occupier","Value","$ Millions","Original",4890
"230",2003,9,"2003-04","South Australia","owner_occupier","Value","$ Millions","Original",1331.5
"231",2003,9,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Original",2209.5
"232",2003,9,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Original",310
"233",2003,9,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Original",138.2
"234",2003,9,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",411.3
"235",2003,9,"2003-04","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",98332
"236",2003,9,"2003-04","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",28399
"237",2003,9,"2003-04","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",20492
"238",2003,9,"2003-04","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",23721
"239",2003,9,"2003-04","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",8843
"240",2003,9,"2003-04","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",12001
"241",2003,9,"2003-04","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2562
"242",2003,9,"2003-04","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",764
"243",2003,9,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1772
"244",2003,9,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",21379.9
"245",2003,9,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",7614.4
"246",2003,9,"2003-04","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",4576
"247",2003,9,"2003-04","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",4866.6
"248",2003,9,"2003-04","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1356.6
"249",2003,9,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",2128.5
"250",2003,9,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",309.2
"251",2003,9,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",138.7
"252",2003,9,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",409.7
"253",2003,9,"2003-04","Total Australia","owner_occupier","Number","Number","Trend",96856
"254",2003,9,"2003-04","New South Wales","owner_occupier","Number","Number","Trend",28042
"255",2003,9,"2003-04","Victoria","owner_occupier","Number","Number","Trend",20428
"256",2003,9,"2003-04","Queensland","owner_occupier","Number","Number","Trend",22427
"257",2003,9,"2003-04","South Australia","owner_occupier","Number","Number","Trend",8903
"258",2003,9,"2003-04","Western Australia","owner_occupier","Number","Number","Trend",12059
"259",2003,9,"2003-04","Tasmania","owner_occupier","Number","Number","Trend",2419
"260",2003,9,"2003-04","Northern Territory","owner_occupier","Number","Number","Trend",825
"261",2003,9,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Trend",1721
"262",2003,9,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Trend",20900.9
"263",2003,9,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Trend",7464.2
"264",2003,9,"2003-04","Victoria","owner_occupier","Value","$ Millions","Trend",4512.3
"265",2003,9,"2003-04","Queensland","owner_occupier","Value","$ Millions","Trend",4547.4
"266",2003,9,"2003-04","South Australia","owner_occupier","Value","$ Millions","Trend",1366.2
"267",2003,9,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Trend",2138.5
"268",2003,9,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Trend",291.7
"269",2003,9,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Trend",142
"270",2003,9,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",401.9
"271",2003,12,"2003-04","Total Australia","owner_occupier","Number","Number","Original",96187
"272",2003,12,"2003-04","New South Wales","owner_occupier","Number","Number","Original",27594
"273",2003,12,"2003-04","Victoria","owner_occupier","Number","Number","Original",21020
"274",2003,12,"2003-04","Queensland","owner_occupier","Number","Number","Original",21497
"275",2003,12,"2003-04","South Australia","owner_occupier","Number","Number","Original",9124
"276",2003,12,"2003-04","Western Australia","owner_occupier","Number","Number","Original",12104
"277",2003,12,"2003-04","Tasmania","owner_occupier","Number","Number","Original",2315
"278",2003,12,"2003-04","Northern Territory","owner_occupier","Number","Number","Original",839
"279",2003,12,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Original",1648
"280",2003,12,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Original",21430.1
"281",2003,12,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Original",7641.6
"282",2003,12,"2003-04","Victoria","owner_occupier","Value","$ Millions","Original",4773.2
"283",2003,12,"2003-04","Queensland","owner_occupier","Value","$ Millions","Original",4526
"284",2003,12,"2003-04","South Australia","owner_occupier","Value","$ Millions","Original",1435.5
"285",2003,12,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Original",2165.7
"286",2003,12,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Original",294.7
"287",2003,12,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Original",156.2
"288",2003,12,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",401.8
"289",2003,12,"2003-04","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",94320
"290",2003,12,"2003-04","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",27047
"291",2003,12,"2003-04","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",20198
"292",2003,12,"2003-04","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",21261
"293",2003,12,"2003-04","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",8814
"294",2003,12,"2003-04","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",12086
"295",2003,12,"2003-04","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2324
"296",2003,12,"2003-04","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",806
"297",2003,12,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1595
"298",2003,12,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",20909.8
"299",2003,12,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",7455.5
"300",2003,12,"2003-04","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",4558.9
"301",2003,12,"2003-04","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",4474.1
"302",2003,12,"2003-04","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1391.9
"303",2003,12,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",2164.9
"304",2003,12,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",295.9
"305",2003,12,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",148.3
"306",2003,12,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",385
"307",2003,12,"2003-04","Total Australia","owner_occupier","Number","Number","Trend",92248
"308",2003,12,"2003-04","New South Wales","owner_occupier","Number","Number","Trend",26460
"309",2003,12,"2003-04","Victoria","owner_occupier","Number","Number","Trend",19579
"310",2003,12,"2003-04","Queensland","owner_occupier","Number","Number","Trend",21117
"311",2003,12,"2003-04","South Australia","owner_occupier","Number","Number","Trend",8641
"312",2003,12,"2003-04","Western Australia","owner_occupier","Number","Number","Trend",11764
"313",2003,12,"2003-04","Tasmania","owner_occupier","Number","Number","Trend",2279
"314",2003,12,"2003-04","Northern Territory","owner_occupier","Number","Number","Trend",828
