"","year","month","financial_year","state","loan_type","value_type","unit","series_type","housing_finance"
"1013",2007,3,"2006-07","South Australia","owner_occupier","Number","Number","Trend",8875
"1014",2007,3,"2006-07","Western Australia","owner_occupier","Number","Number","Trend",12311
"1015",2007,3,"2006-07","Tasmania","owner_occupier","Number","Number","Trend",2384
"1016",2007,3,"2006-07","Northern Territory","owner_occupier","Number","Number","Trend",1001
"1017",2007,3,"2006-07","Australian Capital Territory","owner_occupier","Number","Number","Trend",1796
"1018",2007,3,"2006-07","Total Australia","owner_occupier","Value","$ Millions","Trend",27268.2
"1019",2007,3,"2006-07","New South Wales","owner_occupier","Value","$ Millions","Trend",7896.1
"1020",2007,3,"2006-07","Victoria","owner_occupier","Value","$ Millions","Trend",6052.1
"1021",2007,3,"2006-07","Queensland","owner_occupier","Value","$ Millions","Trend",6734.5
"1022",2007,3,"2006-07","South Australia","owner_occupier","Value","$ Millions","Trend",1917.6
"1023",2007,3,"2006-07","Western Australia","owner_occupier","Value","$ Millions","Trend",3504.3
"1024",2007,3,"2006-07","Tasmania","owner_occupier","Value","$ Millions","Trend",455.5
"1025",2007,3,"2006-07","Northern Territory","owner_occupier","Value","$ Millions","Trend",250
"1026",2007,3,"2006-07","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",527.2
"1027",2007,6,"2006-07","Total Australia","owner_occupier","Number","Number","Original",105708
"1028",2007,6,"2006-07","New South Wales","owner_occupier","Number","Number","Original",27891
"1029",2007,6,"2006-07","Victoria","owner_occupier","Number","Number","Original",24256
"1030",2007,6,"2006-07","Queensland","owner_occupier","Number","Number","Original",25864
"1031",2007,6,"2006-07","South Australia","owner_occupier","Number","Number","Original",9086
"1032",2007,6,"2006-07","Western Australia","owner_occupier","Number","Number","Original",13230
"1033",2007,6,"2006-07","Tasmania","owner_occupier","Number","Number","Original",2586
"1034",2007,6,"2006-07","Northern Territory","owner_occupier","Number","Number","Original",966
"1035",2007,6,"2006-07","Australian Capital Territory","owner_occupier","Number","Number","Original",1918
"1036",2007,6,"2006-07","Total Australia","owner_occupier","Value","$ Millions","Original",30241.2
"1037",2007,6,"2006-07","New South Wales","owner_occupier","Value","$ Millions","Original",8992.8
"1038",2007,6,"2006-07","Victoria","owner_occupier","Value","$ Millions","Original",6667.8
"1039",2007,6,"2006-07","Queensland","owner_occupier","Value","$ Millions","Original",7347.7
"1040",2007,6,"2006-07","South Australia","owner_occupier","Value","$ Millions","Original",2052.1
"1041",2007,6,"2006-07","Western Australia","owner_occupier","Value","$ Millions","Original",3900.9
"1042",2007,6,"2006-07","Tasmania","owner_occupier","Value","$ Millions","Original",523
"1043",2007,6,"2006-07","Northern Territory","owner_occupier","Value","$ Millions","Original",244.3
"1044",2007,6,"2006-07","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",586.9
"1045",2007,6,"2006-07","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",103666
"1046",2007,6,"2006-07","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",26727
"1047",2007,6,"2006-07","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",23752
"1048",2007,6,"2006-07","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",25960
"1049",2007,6,"2006-07","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",8984
"1050",2007,6,"2006-07","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",12873
"1051",2007,6,"2006-07","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2554
"1052",2007,6,"2006-07","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",988
"1053",2007,6,"2006-07","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1882
"1054",2007,6,"2006-07","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",29531.7
"1055",2007,6,"2006-07","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",8493.5
"1056",2007,6,"2006-07","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",6556
"1057",2007,6,"2006-07","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",7353.8
"1058",2007,6,"2006-07","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",2018.3
"1059",2007,6,"2006-07","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",3801.6
"1060",2007,6,"2006-07","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",510.1
"1061",2007,6,"2006-07","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",249.1
"1062",2007,6,"2006-07","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",573.1
"1063",2007,6,"2006-07","Total Australia","owner_occupier","Number","Number","Trend",101882
"1064",2007,6,"2006-07","New South Wales","owner_occupier","Number","Number","Trend",26326
"1065",2007,6,"2006-07","Victoria","owner_occupier","Number","Number","Trend",23289
"1066",2007,6,"2006-07","Queensland","owner_occupier","Number","Number","Trend",25570
"1067",2007,6,"2006-07","South Australia","owner_occupier","Number","Number","Trend",8934
"1068",2007,6,"2006-07","Western Australia","owner_occupier","Number","Number","Trend",12530
"1069",2007,6,"2006-07","Tasmania","owner_occupier","Number","Number","Trend",2487
"1070",2007,6,"2006-07","Northern Territory","owner_occupier","Number","Number","Trend",998
"1071",2007,6,"2006-07","Australian Capital Territory","owner_occupier","Number","Number","Trend",1846
"1072",2007,6,"2006-07","Total Australia","owner_occupier","Value","$ Millions","Trend",28876.5
"1073",2007,6,"2006-07","New South Wales","owner_occupier","Value","$ Millions","Trend",8344.2
"1074",2007,6,"2006-07","Victoria","owner_occupier","Value","$ Millions","Trend",6394.6
"1075",2007,6,"2006-07","Queensland","owner_occupier","Value","$ Millions","Trend",7222.7
"1076",2007,6,"2006-07","South Australia","owner_occupier","Value","$ Millions","Trend",2005.6
"1077",2007,6,"2006-07","Western Australia","owner_occupier","Value","$ Millions","Trend",3679.8
"1078",2007,6,"2006-07","Tasmania","owner_occupier","Value","$ Millions","Trend",483.1
"1079",2007,6,"2006-07","Northern Territory","owner_occupier","Value","$ Millions","Trend",255.2
"1080",2007,6,"2006-07","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",554.7
"1081",2007,9,"2007-08","Total Australia","owner_occupier","Number","Number","Original",102236
"1082",2007,9,"2007-08","New South Wales","owner_occupier","Number","Number","Original",26279
"1083",2007,9,"2007-08","Victoria","owner_occupier","Number","Number","Original",23572
"1084",2007,9,"2007-08","Queensland","owner_occupier","Number","Number","Original",25454
"1085",2007,9,"2007-08","South Australia","owner_occupier","Number","Number","Original",8654
"1086",2007,9,"2007-08","Western Australia","owner_occupier","Number","Number","Original",13063
"1087",2007,9,"2007-08","Tasmania","owner_occupier","Number","Number","Original",2515
"1088",2007,9,"2007-08","Northern Territory","owner_occupier","Number","Number","Original",1000
"1089",2007,9,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Original",1830
"1090",2007,9,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Original",29661.9
"1091",2007,9,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Original",8492.6
"1092",2007,9,"2007-08","Victoria","owner_occupier","Value","$ Millions","Original",6629.4
"1093",2007,9,"2007-08","Queensland","owner_occupier","Value","$ Millions","Original",7383.3
"1094",2007,9,"2007-08","South Australia","owner_occupier","Value","$ Millions","Original",2013.2
"1095",2007,9,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Original",3945.7
"1096",2007,9,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Original",481.9
"1097",2007,9,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Original",252.5
"1098",2007,9,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",554.3
"1099",2007,9,"2007-08","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",101650
"1100",2007,9,"2007-08","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",26036
"1101",2007,9,"2007-08","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",23214
"1102",2007,9,"2007-08","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",25494
"1103",2007,9,"2007-08","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",8781
"1104",2007,9,"2007-08","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",12774
"1105",2007,9,"2007-08","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2603
"1106",2007,9,"2007-08","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",1007
"1107",2007,9,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1830
"1108",2007,9,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",29451.4
"1109",2007,9,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",8435
"1110",2007,9,"2007-08","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",6521.2
"1111",2007,9,"2007-08","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",7413.4
"1112",2007,9,"2007-08","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",2035.8
"1113",2007,9,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",3819.8
"1114",2007,9,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",498.9
"1115",2007,9,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",254
"1116",2007,9,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",559.5
"1117",2007,9,"2007-08","Total Australia","owner_occupier","Number","Number","Trend",102843
"1118",2007,9,"2007-08","New South Wales","owner_occupier","Number","Number","Trend",26519
"1119",2007,9,"2007-08","Victoria","owner_occupier","Number","Number","Trend",23741
"1120",2007,9,"2007-08","Queensland","owner_occupier","Number","Number","Trend",25699
"1121",2007,9,"2007-08","South Australia","owner_occupier","Number","Number","Trend",8905
"1122",2007,9,"2007-08","Western Australia","owner_occupier","Number","Number","Trend",12735
"1123",2007,9,"2007-08","Tasmania","owner_occupier","Number","Number","Trend",2615
"1124",2007,9,"2007-08","Northern Territory","owner_occupier","Number","Number","Trend",994
"1125",2007,9,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Trend",1835
"1126",2007,9,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Trend",29662.7
"1127",2007,9,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Trend",8568.4
"1128",2007,9,"2007-08","Victoria","owner_occupier","Value","$ Millions","Trend",6620.3
"1129",2007,9,"2007-08","Queensland","owner_occupier","Value","$ Millions","Trend",7404.9
"1130",2007,9,"2007-08","South Australia","owner_occupier","Value","$ Millions","Trend",2060.1
"1131",2007,9,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Trend",3790.8
"1132",2007,9,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Trend",511.3
"1133",2007,9,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Trend",255.7
"1134",2007,9,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",560.5
"1135",2007,12,"2007-08","Total Australia","owner_occupier","Number","Number","Original",103596
"1136",2007,12,"2007-08","New South Wales","owner_occupier","Number","Number","Original",27131
"1137",2007,12,"2007-08","Victoria","owner_occupier","Number","Number","Original",24686
"1138",2007,12,"2007-08","Queensland","owner_occupier","Number","Number","Original",25113
"1139",2007,12,"2007-08","South Australia","owner_occupier","Number","Number","Original",9031
"1140",2007,12,"2007-08","Western Australia","owner_occupier","Number","Number","Original",12227
"1141",2007,12,"2007-08","Tasmania","owner_occupier","Number","Number","Original",2645
"1142",2007,12,"2007-08","Northern Territory","owner_occupier","Number","Number","Original",1076
"1143",2007,12,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Original",1848
"1144",2007,12,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Original",30200.7
"1145",2007,12,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Original",8937.4
"1146",2007,12,"2007-08","Victoria","owner_occupier","Value","$ Millions","Original",6953.3
"1147",2007,12,"2007-08","Queensland","owner_occupier","Value","$ Millions","Original",7278.7
"1148",2007,12,"2007-08","South Australia","owner_occupier","Value","$ Millions","Original",2150.2
"1149",2007,12,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Original",3603.9
"1150",2007,12,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Original",514.5
"1151",2007,12,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Original",285.3
"1152",2007,12,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",570.1
"1153",2007,12,"2007-08","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",100049
"1154",2007,12,"2007-08","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",26102
"1155",2007,12,"2007-08","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",23672
"1156",2007,12,"2007-08","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",24649
"1157",2007,12,"2007-08","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",8701
"1158",2007,12,"2007-08","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",12211
"1159",2007,12,"2007-08","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2619
"1160",2007,12,"2007-08","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",996
"1161",2007,12,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1765
"1162",2007,12,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",29007.9
"1163",2007,12,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",8511.5
"1164",2007,12,"2007-08","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",6630.1
"1165",2007,12,"2007-08","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",7129.9
"1166",2007,12,"2007-08","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",2080.5
"1167",2007,12,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",3617.1
"1168",2007,12,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",514
"1169",2007,12,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",267.8
"1170",2007,12,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",539.3
"1171",2007,12,"2007-08","Total Australia","owner_occupier","Number","Number","Trend",98768
"1172",2007,12,"2007-08","New South Wales","owner_occupier","Number","Number","Trend",25588
"1173",2007,12,"2007-08","Victoria","owner_occupier","Number","Number","Trend",23345
"1174",2007,12,"2007-08","Queensland","owner_occupier","Number","Number","Trend",24116
"1175",2007,12,"2007-08","South Australia","owner_occupier","Number","Number","Trend",8484
"1176",2007,12,"2007-08","Western Australia","owner_occupier","Number","Number","Trend",12171
"1177",2007,12,"2007-08","Tasmania","owner_occupier","Number","Number","Trend",2608
"1178",2007,12,"2007-08","Northern Territory","owner_occupier","Number","Number","Trend",957
"1179",2007,12,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Trend",1750
"1180",2007,12,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Trend",28672.6
"1181",2007,12,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Trend",8318.8
"1182",2007,12,"2007-08","Victoria","owner_occupier","Value","$ Millions","Trend",6548.9
"1183",2007,12,"2007-08","Queensland","owner_occupier","Value","$ Millions","Trend",7003.9
"1184",2007,12,"2007-08","South Australia","owner_occupier","Value","$ Millions","Trend",2002.1
"1185",2007,12,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Trend",3633.2
"1186",2007,12,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Trend",509.8
"1187",2007,12,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Trend",245.8
"1188",2007,12,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",539.7
"1189",2008,3,"2007-08","Total Australia","owner_occupier","Number","Number","Original",86518
"1190",2008,3,"2007-08","New South Wales","owner_occupier","Number","Number","Original",21756
"1191",2008,3,"2007-08","Victoria","owner_occupier","Number","Number","Original",20746
"1192",2008,3,"2007-08","Queensland","owner_occupier","Number","Number","Original",21077
"1193",2008,3,"2007-08","South Australia","owner_occupier","Number","Number","Original",7543
"1194",2008,3,"2007-08","Western Australia","owner_occupier","Number","Number","Original",10744
"1195",2008,3,"2007-08","Tasmania","owner_occupier","Number","Number","Original",2543
"1196",2008,3,"2007-08","Northern Territory","owner_occupier","Number","Number","Original",804
"1197",2008,3,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Original",1515
"1198",2008,3,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Original",24814
"1199",2008,3,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Original",6883.4
"1200",2008,3,"2007-08","Victoria","owner_occupier","Value","$ Millions","Original",5772.5
"1201",2008,3,"2007-08","Queensland","owner_occupier","Value","$ Millions","Original",6122.9
"1202",2008,3,"2007-08","South Australia","owner_occupier","Value","$ Millions","Original",1763.4
"1203",2008,3,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Original",3204.8
"1204",2008,3,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Original",499.3
"1205",2008,3,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Original",199.1
"1206",2008,3,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",472.6
"1207",2008,3,"2007-08","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",92169
"1208",2008,3,"2007-08","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",23983
"1209",2008,3,"2007-08","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",22542
"1210",2008,3,"2007-08","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",21355
"1211",2008,3,"2007-08","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",7823
"1212",2008,3,"2007-08","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",11307
"1213",2008,3,"2007-08","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2489
"1214",2008,3,"2007-08","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",832
"1215",2008,3,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1621
"1216",2008,3,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",26756.9
"1217",2008,3,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",7776.1
"1218",2008,3,"2007-08","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",6293.2
"1219",2008,3,"2007-08","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",6217.1
"1220",2008,3,"2007-08","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1835.5
"1221",2008,3,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",3387.6
"1222",2008,3,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",492.5
"1223",2008,3,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",207.5
"1224",2008,3,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",508.8
"1225",2008,3,"2007-08","Total Australia","owner_occupier","Number","Number","Trend",90079
"1226",2008,3,"2007-08","New South Wales","owner_occupier","Number","Number","Trend",23530
"1227",2008,3,"2007-08","Victoria","owner_occupier","Number","Number","Trend",21915
"1228",2008,3,"2007-08","Queensland","owner_occupier","Number","Number","Trend",21075
"1229",2008,3,"2007-08","South Australia","owner_occupier","Number","Number","Trend",7772
"1230",2008,3,"2007-08","Western Australia","owner_occupier","Number","Number","Trend",10969
"1231",2008,3,"2007-08","Tasmania","owner_occupier","Number","Number","Trend",2393
"1232",2008,3,"2007-08","Northern Territory","owner_occupier","Number","Number","Trend",879
"1233",2008,3,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Trend",1628
"1234",2008,3,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Trend",26295.3
"1235",2008,3,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Trend",7693.4
"1236",2008,3,"2007-08","Victoria","owner_occupier","Value","$ Millions","Trend",6174.2
"1237",2008,3,"2007-08","Queensland","owner_occupier","Value","$ Millions","Trend",6158.2
"1238",2008,3,"2007-08","South Australia","owner_occupier","Value","$ Millions","Trend",1851.1
"1239",2008,3,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Trend",3280.9
"1240",2008,3,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Trend",470.3
"1241",2008,3,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Trend",231.1
"1242",2008,3,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",505.7
"1243",2008,6,"2007-08","Total Australia","owner_occupier","Number","Number","Original",79751
"1244",2008,6,"2007-08","New South Wales","owner_occupier","Number","Number","Original",21486
"1245",2008,6,"2007-08","Victoria","owner_occupier","Number","Number","Original",19961
"1246",2008,6,"2007-08","Queensland","owner_occupier","Number","Number","Original",17383
"1247",2008,6,"2007-08","South Australia","owner_occupier","Number","Number","Original",6948
"1248",2008,6,"2007-08","Western Australia","owner_occupier","Number","Number","Original",9554
"1249",2008,6,"2007-08","Tasmania","owner_occupier","Number","Number","Original",2104
"1250",2008,6,"2007-08","Northern Territory","owner_occupier","Number","Number","Original",837
"1251",2008,6,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Original",1566
"1252",2008,6,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Original",23810.7
"1253",2008,6,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Original",7208.7
"1254",2008,6,"2007-08","Victoria","owner_occupier","Value","$ Millions","Original",5740
"1255",2008,6,"2007-08","Queensland","owner_occupier","Value","$ Millions","Original",5175.6
"1256",2008,6,"2007-08","South Australia","owner_occupier","Value","$ Millions","Original",1694
"1257",2008,6,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Original",2904.1
"1258",2008,6,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Original",422.3
"1259",2008,6,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Original",234.5
"1260",2008,6,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",495
"1261",2008,6,"2007-08","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",78221
"1262",2008,6,"2007-08","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",20604
"1263",2008,6,"2007-08","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",19507
"1264",2008,6,"2007-08","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",17499
"1265",2008,6,"2007-08","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",6870
"1266",2008,6,"2007-08","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",9307
"1267",2008,6,"2007-08","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",2097
"1268",2008,6,"2007-08","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",857
"1269",2008,6,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1535
"1270",2008,6,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",23249.3
"1271",2008,6,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",6821.1
"1272",2008,6,"2007-08","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",5634.4
"1273",2008,6,"2007-08","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",5195.9
"1274",2008,6,"2007-08","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1669.7
"1275",2008,6,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",2825.8
"1276",2008,6,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",414.4
"1277",2008,6,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",239.3
"1278",2008,6,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",483.7
"1279",2008,6,"2007-08","Total Australia","owner_occupier","Number","Number","Trend",79675
"1280",2008,6,"2007-08","New South Wales","owner_occupier","Number","Number","Trend",20848
"1281",2008,6,"2007-08","Victoria","owner_occupier","Number","Number","Trend",19859
"1282",2008,6,"2007-08","Queensland","owner_occupier","Number","Number","Trend",17859
"1283",2008,6,"2007-08","South Australia","owner_occupier","Number","Number","Trend",6949
"1284",2008,6,"2007-08","Western Australia","owner_occupier","Number","Number","Trend",9744
"1285",2008,6,"2007-08","Tasmania","owner_occupier","Number","Number","Trend",2109
"1286",2008,6,"2007-08","Northern Territory","owner_occupier","Number","Number","Trend",808
"1287",2008,6,"2007-08","Australian Capital Territory","owner_occupier","Number","Number","Trend",1531
"1288",2008,6,"2007-08","Total Australia","owner_occupier","Value","$ Millions","Trend",23629.4
"1289",2008,6,"2007-08","New South Wales","owner_occupier","Value","$ Millions","Trend",6893.9
"1290",2008,6,"2007-08","Victoria","owner_occupier","Value","$ Millions","Trend",5699.8
"1291",2008,6,"2007-08","Queensland","owner_occupier","Value","$ Millions","Trend",5311.3
"1292",2008,6,"2007-08","South Australia","owner_occupier","Value","$ Millions","Trend",1694.6
"1293",2008,6,"2007-08","Western Australia","owner_occupier","Value","$ Millions","Trend",2947.6
"1294",2008,6,"2007-08","Tasmania","owner_occupier","Value","$ Millions","Trend",422.8
"1295",2008,6,"2007-08","Northern Territory","owner_occupier","Value","$ Millions","Trend",226.6
"1296",2008,6,"2007-08","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",484
"1297",2008,9,"2008-09","Total Australia","owner_occupier","Number","Number","Original",73543
"1298",2008,9,"2008-09","New South Wales","owner_occupier","Number","Number","Original",19539
"1299",2008,9,"2008-09","Victoria","owner_occupier","Number","Number","Original",18519
"1300",2008,9,"2008-09","Queensland","owner_occupier","Number","Number","Original",15783
"1301",2008,9,"2008-09","South Australia","owner_occupier","Number","Number","Original",6436
"1302",2008,9,"2008-09","Western Australia","owner_occupier","Number","Number","Original",9311
"1303",2008,9,"2008-09","Tasmania","owner_occupier","Number","Number","Original",1796
"1304",2008,9,"2008-09","Northern Territory","owner_occupier","Number","Number","Original",730
"1305",2008,9,"2008-09","Australian Capital Territory","owner_occupier","Number","Number","Original",1504
"1306",2008,9,"2008-09","Total Australia","owner_occupier","Value","$ Millions","Original",22453.9
"1307",2008,9,"2008-09","New South Wales","owner_occupier","Value","$ Millions","Original",6601.3
"1308",2008,9,"2008-09","Victoria","owner_occupier","Value","$ Millions","Original",5447.5
"1309",2008,9,"2008-09","Queensland","owner_occupier","Value","$ Millions","Original",4871.1
"1310",2008,9,"2008-09","South Australia","owner_occupier","Value","$ Millions","Original",1635.1
"1311",2008,9,"2008-09","Western Australia","owner_occupier","Value","$ Millions","Original",2893.2
"1312",2008,9,"2008-09","Tasmania","owner_occupier","Value","$ Millions","Original",367
"1313",2008,9,"2008-09","Northern Territory","owner_occupier","Value","$ Millions","Original",230.6
"1314",2008,9,"2008-09","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",480.3
"1315",2008,9,"2008-09","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",73313
"1316",2008,9,"2008-09","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",19410
"1317",2008,9,"2008-09","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",18303
"1318",2008,9,"2008-09","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",15785
"1319",2008,9,"2008-09","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",6517
"1320",2008,9,"2008-09","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",9163
